,Bokeh,Bright,Depth of Field,Detailed,Ethereal,Geometric Composition,HDR,Hazy,Horror,Long Exposure,Macro,Melancholy,Minimal,Noir,Pastel,Romantic,Serene,Sunny,Texture,Vintage,age,gender,neg_A,neg_E,neg_M,neg_P,neg_R,pos_A,pos_E,pos_M,pos_P,pos_R,user_id
0,0.00034905900000000003,0.00858704,0.003948163,0.11159812,0.0014041879999999998,0.37655354,0.004726213,5.56e-05,0.11740888,0.000781555,0.044245884000000006,0.003755296,0.10916751,0.03092737,0.000393051,0.001303874,0.007827086,7.53e-05,0.16497038,0.011921868,30.51684105918821,-0.9296630258161952,0.01608326457244806,0.008419194937986544,0.0046365590136026895,0.009004786639242724,0.010806798056513498,0.006479217089967652,0.015917086509559225,0.0011707140075051196,0.009417410548359977,-0.000923846956258693,6325
1,0.16305682,0.16407685,0.17288718,0.057851475,0.008914636,0.022781556,0.008093644,0.006127774,0.09694596,0.009023318,0.039285872,0.025427723,0.018473448,0.0656919,0.022508700000000003,0.026148852,0.03334152,0.019100066000000002,0.019326143,0.020936573,30.442298052604627,-1.0700514600571047,0.008759757071216468,0.0001980440437814147,-0.001619990139469799,0.0010158283275440334,0.0024325190764535364,-0.0010637214359331569,0.006144609518853328,-0.00029513243103917574,0.0010766106198050686,0.001969970582145406,608583
2,0.15476063,0.030571587,0.1354767,0.010120206999999999,0.035269886,0.003391622,0.008623655,0.026482804,0.063879095,0.005480363,0.004445247,0.14115379999999994,0.002262764,0.020026255,0.12588839,0.096129104,0.020957734,0.011790324,0.010386491,0.09290332,27.65879384014439,-1.6528414311785324,0.006674128180934414,0.010308631845353484,0.002819307398827429,0.010291883260876012,-7.426894221690251e-05,0.00799869709680678,0.01240611663950698,0.002258004491378644,-0.00131610659220587,-0.00013438832945678072,781237
3,0.004166090999999999,0.02522751,0.005982508,0.01615904,0.016945407,0.0072154559999999986,0.001330819,0.000240178,0.011924696,0.000114984,0.032399368,0.005362181999999999,0.002552252,0.000493961,0.13212483,0.040667426,0.004118988,0.000123526,0.011208113,0.6816426999999999,25.301716645721964,-1.207860601994898,-0.0028521563603169948,0.00898844927049295,0.0011193986503074608,0.004581076917106113,0.0002066067838111916,-0.002333439837804975,0.01007868740517171,0.002671149793000207,0.006320523067958449,-0.0041146404350359605,802279
4,0.04139156,0.012012723000000001,0.05542474,0.03918839,0.04349098,0.003418972,0.009121605,0.009226411,0.1980362,0.005072078,0.006645199,0.07945525,0.001514017,0.019864626,0.071858354,0.20037752,0.029670695,0.0022668470000000002,0.03646108,0.13550271,22.637609989310278,-1.8183442545752493,0.010057302648684013,0.001799165131285366,0.0045785062706589575,0.007397383221566309,0.013500504786840685,0.006707049098456959,0.016185756613430895,0.008235232077034338,-5.891045339229217e-05,0.003949959856923768,807244
5,0.16830821,0.010726049,0.074447826,0.002463095,0.21172369,0.006004944,0.000738795,0.015719427,0.007868675,0.0033755670000000003,0.049546003,0.0316331,0.09456907,0.004568507,0.23465383,0.012449363,0.015269223,0.011765976000000001,0.005973708,0.038194932,25.050590732401147,-1.2441209567657996,0.01335033746912297,0.006493453373525884,-0.002532110153063011,0.00017018412701193592,0.005020594677156211,0.0033112541103876487,0.013233587497275365,0.0016140311393049273,0.005728203390770504,0.005810743059507077,828531
6,0.069541104,0.024722634,0.10562865,0.03265914,0.009567768,0.01898662,0.015651261,0.012742209,0.05912891,0.012097693999999999,0.003627232,0.05661401,0.001514706,0.03741638,0.07068369,0.18570127,0.019724641,0.014603633999999999,0.01556335,0.23382518,30.974134367179474,-0.9392378034625704,0.0010590515990171153,0.008956058541312631,0.005302421553039446,0.009157209240205948,0.002602234036248735,0.004729819045431051,0.014631066637014512,0.008355473577176526,0.007969744191851261,-0.0005891859870829666,1024331
7,0.06456929,0.11954853,0.066604756,0.101490915,0.04716471,0.01079596,0.03318223,0.019007266999999998,0.014112828999999999,0.009173976,0.04660387,0.023554351,0.006370542,0.002580607,0.040771224,0.057708297,0.112496935,0.06506078,0.14311600000000002,0.016086904,27.82466524679289,0.27876246123515264,0.0004261481329720648,-0.0020832466747037217,0.006172113595269187,3.420477927590045e-06,0.003585622283821028,0.001462098154931236,0.009328450329317195,-0.0004829658822430545,0.008863561594880009,0.003733103522536723,1362991
8,0.14975688,0.031870373,0.17584929,0.03718025,0.006156925,0.018776137,0.021070689,0.023060324,0.022333432,0.009492312,0.003359623,0.08089422,0.0013700189999999999,0.013921293999999999,0.08784757,0.10967059400000001,0.03209607,0.011692725,0.01977185,0.14382944,26.94544593492062,-0.6791165218752313,0.01144244779413978,0.013160659106590523,0.0018837967969948398,0.011778507256741478,-0.002082919966619072,0.009949503062815812,0.014015892583433248,-0.000584501394035141,-0.004459394201610122,0.0007407209663232523,2224741
9,0.069245905,0.01360902,0.06478584,0.007135887,0.018106392,0.00224902,0.00377868,0.005587983,0.058183685,0.000827524,0.0023180220000000003,0.12260375,0.001281625,0.007783214,0.2549802,0.19327083,0.007204881999999998,0.001293553,0.004601029,0.16115287,30.548076653685907,1.3500183975187188,0.007805719953301466,0.01220058608108296,0.00011811782335816822,0.011987628005216331,-0.003287964308532993,0.009612338177930956,0.01425589630830757,-0.0016045811225355367,-0.004339648042787921,-0.001304923341090656,5079101
10,0.098970585,0.011733375,0.109802775,0.006952531,0.028877688999999998,0.002678872,0.006452607,0.007177619000000001,0.048071403,0.0031484770000000002,0.010506333,0.05419364,0.0019214470000000002,0.012802029,0.14186463,0.11505627,0.010266678000000001,0.004357978,0.011864671,0.31330034,29.46955519299997,-1.6989701931157395,-0.00040028177888032184,0.012446214820077241,0.00666106644222353,0.01522386099954657,0.0018698169932518216,0.00271505818834636,0.01703588931973761,0.006683891928743837,0.010134652189127659,-0.0019066539223321426,5409492
11,0.10286578,0.013487628,0.11755268,0.00869272,0.038126122,0.0022688260000000003,0.010358434,0.022425197,0.06780968,0.0042765929999999995,0.0029520429999999997,0.15927979999999994,0.0015806120000000001,0.015270923,0.13016303,0.12598461,0.019135064,0.00595743,0.011624888,0.14018792,29.3202340778025,0.5896823444935013,0.007667207231200095,0.016773727281321604,0.00558285332199937,0.014711847290326159,-0.0013593261499556795,0.010565753036562191,0.017895724803887236,0.0012600262847114086,-0.0034680482926336405,0.0021673030263306306,5639692
12,0.000312017,0.36012807,0.002212034,0.17746806,0.0013610220000000001,0.13707070000000002,0.004443707,0.000195508,0.15357186,0.000188242,0.003907992,0.014839898999999997,0.014345038999999999,0.012747554,0.004828417,0.007180888000000002,0.014906237,0.00042301400000000004,0.069223344,0.02064644,30.73485797970837,-0.7133968935842274,0.020700860379869904,0.006323539511862557,0.0049720232593876606,0.009249972878823629,0.015529552267822084,0.009680916366146288,0.017480158919528033,0.007966765222787766,0.006528955922957996,0.002549968880997987,5785862
13,0.04610286,0.01108709,0.07572883,0.009528623,0.018346475,0.0038308559999999997,0.004757918,0.009547291999999999,0.40694790000000003,0.00288751,0.004140178,0.14326993,0.002532106,0.08122838,0.041426525,0.06771982,0.005986027,0.003087059,0.008939019,0.052905627000000004,32.28071096315027,-2.2136252697751355,0.009930966688487058,-0.0018387499603456008,0.001619655933909767,0.006345745834522056,0.003355218921728332,0.0006866168123100253,0.012046908692679815,0.0009793935557089917,-0.0013647916280451495,0.0006977262754644237,5810602
14,0.015275658999999999,0.19691975,0.028604541,0.0878202,0.015909586,0.011842161,0.065040536,0.0025079110000000003,0.18474142,0.00397614,0.03150701,0.03130325,0.003213212,0.006245712,0.022884965,0.044194527000000004,0.033868756,0.003207577,0.17475359,0.03618353,28.70731221677413,0.7650250310001636,-0.0006114992690263597,0.00995892396831327,0.0070810792184480545,0.0017656500016111176,0.0016366185044676634,-0.0020736777151899,0.01691439360024065,0.00398119665458619,0.016359855016024858,0.009996840467794615,6212782
15,0.08420130599999999,0.003612459,0.08656023,0.005435646999999999,0.14557466,0.007668308,0.0035389909999999996,0.006700721999999999,0.051241855999999995,0.00290373,0.018447991,0.18445443,0.026546514,0.026344972,0.13480872,0.050211175999999996,0.015298978000000001,0.002714878,0.017378377,0.12635612,32.15116676516341,1.0839448426674712,0.0032792513776332658,0.005613627956282325,0.002527993259177554,0.01094851232063528,-0.000715128273696035,0.005150385924463035,0.010522130237248722,0.0006228760412727827,-0.002073919071292001,0.0007861472780589381,6285862
16,0.03417321,0.0030774340000000004,0.035997514,0.006797732,0.16115575,0.004559896,0.008085115,0.028205961,0.24582641,0.0036491540000000004,0.0071419959999999985,0.18065567,0.006200451,0.057636533,0.050606184000000005,0.056273986,0.011326538,0.003018965,0.018612124,0.0769993,29.974367962088184,0.19064160373828087,0.013158480000450735,0.007253962984050079,0.00167123492429269,0.008212460324733134,0.005046174888719168,0.00311146909089215,0.013342308167146672,0.00017305369974645368,0.003060133559419274,-0.001941020406390688,6318552
17,0.008857215,0.1035484,0.020936307,0.007387541,0.03130953,0.000896184,0.003427243,0.0012683689999999999,0.5504209,0.000637501,0.015745912,0.08722617,0.002951003,0.037481517,0.03222449,0.02571719,0.003679579,0.0014783329999999999,0.028369292999999997,0.036437366,31.252749640804645,1.293361063788142,0.0255530301489956,0.031028395918541837,0.0019994604328058326,0.0012473846952770918,0.010411656839773456,0.0024254802108917145,0.03243639821107145,0.002890867028922738,0.030186121989407268,0.019876715224435924,6327712
18,0.0067372840000000005,0.00314556,0.0270087,0.15444832,0.001312591,0.03452458,0.006739298,0.00023740099999999999,0.1244055,0.00028429700000000003,0.004713837,0.029466232000000002,0.006491093000000001,0.078908585,0.009736735,0.022253271,0.026198544,8.49e-05,0.15474777,0.30855548,24.05503766970953,-0.4538835244905305,0.0014076534803497448,0.0002722734423267156,0.00045444911171617207,0.0050324360554657105,0.003119039446504811,2.2480980771546078e-05,0.01451598493588679,0.010087121926401021,0.009600983641946876,0.005044545750230503,6340562
